address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes,lat,lon
"7191 Granville Ave, Richmond, BC V6Y 1N9",,,Minoru Centre for Active Living,https://www.minorucentre.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7191,Granville Avenue,,Richmond,BC,V6Y 1N9,,,"seniors community centre, fitness",,49.163231,-123.1450486
"7433 Edmonds St, Burnaby, BC V3N 1B1",,,Edmonds Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Edmonds-Community-Centre.html,Leisure / Community Centres,General,Indoor,Public,7433,Edmonds Street,,Burnaby ,BC,V3N 1B1,,,"community centre, pool, fitness, gyms, indoor playground",,49.2209489,-122.9481954
"7433 Edmonds St, Burnaby, BC V3N 1B1",,,Edmonds Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Edmonds-Community-Centre.html,Aquatics,25m pool with or without other pools,Indoor,Public,7433,Edmonds Street,,Burnaby ,BC,V3N 1B1,,,"community centre, pool, fitness, gyms, indoor playground",,49.2209489,-122.9481954
"7433 Edmonds St, Burnaby, BC V3N 1B1",,,Edmonds Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Edmonds-Community-Centre.html,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,49.2209489,-122.9481954
"7433 Edmonds St, Burnaby, BC V3N 1B1",,,Edmonds Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Edmonds-Community-Centre.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7433,Edmonds Street,,Burnaby ,BC,V3N 1B1,,,"community centre, pool, fitness, gyms, indoor playground",,49.2209489,-122.9481954
"7433 Edmonds St, Burnaby, BC V3N 1B1",,,Edmonds Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Edmonds-Community-Centre.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,7433,Edmonds Street,,Burnaby ,BC,V3N 1B1,,,"community centre, pool, fitness, gyms, indoor playground",,49.2209489,-122.9481954
"7433 Edmonds St, Burnaby, BC V3N 1B1",,,Edmonds Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Edmonds-Community-Centre.html,Physical Recreation & Sports,Playgrounds ,Indoor,Public,7433,Edmonds Street,,Burnaby ,BC,V3N 1B1,,,"community centre, pool, fitness, gyms, indoor playground",,49.2209489,-122.9481954
"75 6 Ave E, New Westminster, BC V3L 4G6",,,Royal City Curling Club,https://royalcitycc.com/,Ice,Curling,Indoor,Public,75,6 Avenue E,,New Westminster,BC,V3L 4G6,,,,,49.221686,-122.905832
"7551 Minoru Gate, Richmond, BC V6Y 1R8",,,Minoru Arenas,https://www.richmond.ca/parksrec/arenas/about.htm,Ice,2+ surfaces,Indoor,Public,7551,Minoru Gate,,Richmond,BC,V6Y 1R8,,,,,49.1640874,-123.142556
"7560 Minoru Gate, Richmond, BC V6Y 1R9",,,Minoru Aquatic Centre,https://www.richmond.ca/parksrec/pools/minoru.htm,Aquatics,25m pool with or without other pools,Indoor,Public,7560,Minoru Gate,,Richmond,BC,V6Y 1R9,,,"indoor pool, fitness",,49.1633671,-123.1420191
"7560 Minoru Gate, Richmond, BC V6Y 1R9",,,Minoru Aquatic Centre,https://www.richmond.ca/parksrec/pools/minoru.htm,Aquatics,Leisure / wading pools,Indoor,Public,7560,Minoru Gate,,Richmond,BC,V6Y 1R9,,,"indoor pool, fitness",,49.1633671,-123.1420191
"7560 Minoru Gate, Richmond, BC V6Y 1R9",,,Minoru Aquatic Centre,https://www.richmond.ca/parksrec/pools/minoru.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7560,Minoru Gate,,Richmond,BC,V6Y 1R9,,,"indoor pool, fitness",,49.1633671,-123.1420191
"7815 112 St, Delta, BC V4C 4V9",,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,Ice,Single surface,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",,49.145623,-122.9125991
"7815 112 St, Delta, BC V4C 4V9",,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,Aquatics,25m pool with or without other pools,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",,49.145623,-122.9125991
"7815 112 St, Delta, BC V4C 4V9",,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,Aquatics,Leisure / wading pools,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",,49.145623,-122.9125991
"7815 112 St, Delta, BC V4C 4V9",,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",,49.145623,-122.9125991
"7815 112 St, Delta, BC V4C 4V9",,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",,49.145623,-122.9125991
"786 22nd St, West Vancouver, BC V7V 4B9",,West Vancouver,Ice Arena - West Vancouver,https://westvancouver.ca/parks-recreation/community-centres/ice-arena,Ice,Single surface,Indoor,Public,786,22nd Street,,West Vancouver,BC,V7V 4B9,,,,,49.3320701,-123.1703291
"7888 200 St, Langley City, BC V2Y 3J4",,,Willoughby Community Centre,https://www.tol.ca/recreation-culture/facilities/willoughby-community-centre/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7888,200 Street,,Langley City,BC,V2Y 3J4,,,,,49.1458543,-122.6677869
"7888 200 St, Langley City, BC V2Y 3J4",,,Langley Tennis Centre,https://www.langleytenniscentre.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,49.1458543,-122.6677869
"801 W 22nd Ave, Vancouver, BC V5Z 1Z8",Vancouver,Vancouver,Douglas Park Community Centre,https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx,Leisure / Community Centres,General,Both,Public,801,W 22nd Avenue,,Vancouver,BC,V5Z 1Z8,,,"community centre, fitness, tennis, sports fields, wading pool, playgrounds",,49.2522023,-123.1223905
"801 W 22nd Ave, Vancouver, BC V5Z 1Z8",,,Douglas Park Community Centre,https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx,Aquatics,Leisure / wading pools,Both,Public,801,W 22nd Avenue,,Vancouver,BC,V5Z 1Z8,,,"community centre, fitness, tennis, sports fields, wading pool, playgrounds",,49.2522023,-123.1223905
"801 W 22nd Ave, Vancouver, BC V5Z 1Z8",,,Douglas Park Community Centre,https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,801,W 22nd Avenue,,Vancouver,BC,V5Z 1Z8,,,"community centre, fitness, tennis, sports fields, wading pool, playgrounds",,49.2522023,-123.1223905
"821 21st St, West Vancouver, BC V7V 4T3",,,West Vancouver Tennis Club,https://wvtc.info/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,821,21st Street,,West Vancouver,BC,V7V 4T3,,,,,49.3321302,-123.1682484
"8279 Saba Rd Suite 140, Richmond, BC V6Y 4B6",,,Lang Centre,https://www.richmond.ca/parksrec/centres/city/cityctr.htm#Lang+Centre,Leisure / Community Centres,General,Indoor,Public,8279,Saba Road,140,Richmond,BC,V6Y 4B6,,,,,49.1690744,-123.1327236
"851 W Queens Rd, North Vancouver, BC V7N 4E3",,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,Leisure / Community Centres,General,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",,49.3361121,-123.0918966
"851 W Queens Rd, North Vancouver, BC V7N 4E3",,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,Aquatics,25m pool with or without other pools,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",,49.3361121,-123.0918966
"851 W Queens Rd, North Vancouver, BC V7N 4E3",,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,49.3361121,-123.0918966
"851 W Queens Rd, North Vancouver, BC V7N 4E3",,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",,49.3361121,-123.0918966
"851 W Queens Rd, North Vancouver, BC V7N 4E3",,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",,49.3361121,-123.0918966
"851 W Queens Rd, North Vancouver, BC V7N 4E3",,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",,49.3361121,-123.0918966
"8580 No 5 Rd, Richmond, BC V6Y 2V4",,,Shia Muslim Community Centre,http://www.az-zahraa.org/,Leisure / Community Centres,General,Indoor,Public,8580,No 5 Road,,Richmond,BC,V6Y 2V4,,,,,49.1508917,-123.0905354
"8585 Hudson St, Vancouver, BC  V6P 4M3",,,Marpole Neighbourhood House,http://www.marpolenh.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2085343,-123.1343769
"870 Denman St, Vancouver, BC V6G 2L8",,,West End Community Centre,https://westendcc.ca/?utm_source=google&utm_medium=organic&utm_term=snippet&utm_campaign=search,Leisure / Community Centres,General,Indoor,Public,870,Denman Street,,Vancouver,BC,V6G 2L8,,,"ice rink, children, youth and adult programds, fitness",,49.2904892,-123.1365722
"870 Denman St, Vancouver, BC V6G 2L8",,,West End Community Centre,https://westendcc.ca/?utm_source=google&utm_medium=organic&utm_term=snippet&utm_campaign=search,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,870,Denman Street,,Vancouver,BC,V6G 2L8,,,"ice rink, children, youth and adult programds, fitness",,49.2904892,-123.1365722
"870 Denman St, Vancouver, BC V6G 2L8",,,West End Community Centre,https://westendcc.ca/?utm_source=google&utm_medium=organic&utm_term=snippet&utm_campaign=search,Ice,Single surface,Indoor,Public,870,Denman Street,,Vancouver,BC,V6G 2L8,,,"ice rink, children, youth and adult programds, fitness",,49.2904892,-123.1365722
"870 Denman St, Vancouver, BC V6G 2L8",,,West End Community Centre,https://westendcc.ca/?utm_source=google&utm_medium=organic&utm_term=snippet&utm_campaign=search,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,870,Denman Street,,Vancouver,BC,V6G 2L8,,,,,49.2904892,-123.1365722
"8730 Heather St, Vancouver, BC V6P 3S8",,,Marpole Curling Club,http://marpolecurling.ca/,Ice,Curling,Indoor,Public,8730,Heather Street,,Vancouver,BC,V6P 3S8,,,,,49.2063859,-123.123228
"8870 120 St, Surrey, BC V3V 4B4",,,Kennedy Community Hall,https://www.surrey.ca/culture-recreation/3335.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.1644079,-122.8900263
"8880 Williams Rd, Richmond, BC V7A 1G6",,,South Arm Community Centre,https://www.richmond.ca/parksrec/centres/southarmcentre/southarm.htm,Leisure / Community Centres,General,Both,Public,8880,Williams Road,,Richmond,BC,V7A 1G6,,,"fitness, gym, seniors centre, sports fields, tennis, playground",,49.1403126,-123.1277383
"8880 Williams Rd, Richmond, BC V7A 1G6",,,South Arm Community Centre,https://www.richmond.ca/parksrec/centres/southarmcentre/southarm.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,8880,Williams Road,,Richmond,BC,V7A 1G6,,,"fitness, gym, seniors centre, sports fields, tennis, playground",,49.1403126,-123.1277383
"8880 Williams Rd, Richmond, BC V7A 1G6",,,South Arm Community Centre,https://www.richmond.ca/parksrec/centres/southarmcentre/southarm.htm,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,8880,Williams Road,,Richmond,BC,V7A 1G6,,,"fitness, gym, seniors centre, sports fields, tennis, playground",,49.1403126,-123.1277383
"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,"pool, gym, fitness",,49.16366,-122.6414125
"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pool, gym, fitness",,49.16366,-122.6414125
"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pool, gym, fitness",,49.16366,-122.6414125
"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pool, gym, fitness",,49.16366,-122.6414125
"9180 No 1 Rd, Richmond, BC V7E 6L5",,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",,49.1462523,-123.1783566
"9180 No 1 Rd, Richmond, BC V7E 6L5",,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",,49.1462523,-123.1783566
"9180 No 1 Rd, Richmond, BC V7E 6L5",,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",,49.1462523,-123.1783566
"9180 No 1 Rd, Richmond, BC V7E 6L5",,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",,49.1462523,-123.1783566
"920 E Hastings St, Vancouver, BC V6A 3T1",,,Ray-Cam Co-Operative Center,http://raycam.org/,Leisure / Community Centres,General,Indoor,Public,920,E Hastings Street,,Vancouver,BC,V6A 3T1,,,"community centre for children, youth, adults and seniors, gym, fitness",,49.281381,-123.083589
"920 E Hastings St, Vancouver, BC V6A 3T1",,,Ray-Cam Co-Operative Center,http://raycam.org/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,920,E Hastings Street,,Vancouver,BC,V6A 3T1,,,"community centre for children, youth, adults and seniors, gym, fitness",,49.281381,-123.083589
"920 E Hastings St, Vancouver, BC V6A 3T1",,,Ray-Cam Co-Operative Center,http://raycam.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,920,E Hastings Street,,Vancouver,BC,V6A 3T1,,,"community centre for children, youth, adults and seniors, gym, fitness",,49.281381,-123.083589
"920 Ewen Ave, New Westminster, BC V3M 5C8",,,Queensborough Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/queensborough-community-centre,Leisure / Community Centres,General,Indoor,Public,920,Ewen Avenue,,New Westminster,BC,V3M 5C8,,,community centre with fitness,,49.185932,-122.9435259
"920 Ewen Ave, New Westminster, BC V3M 5C8",,,Queensborough Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/queensborough-community-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,920,Ewen Avenue,,New Westminster,BC,V3M 5C8,,,community centre with fitness,,49.185932,-122.9435259
"931 Lytton St, North Vancouver, BC V7H 2M5",,,Ron Andrews Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/ron-andrews-community-recreation,Aquatics,25m pool with or without other pools,Indoor,Public,931,Lytton Street,,North Vancouver,BC,V7H 2M5,,,"pool, racquet courts, fitness",,49.3139524,-123.000767
"931 Lytton St, North Vancouver, BC V7H 2M5",,,Ron Andrews Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/ron-andrews-community-recreation,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,931,Lytton Street,,North Vancouver,BC,V7H 2M5,,,"pool, racquet courts, fitness",,49.3139524,-123.000767
"931 Lytton St, North Vancouver, BC V7H 2M5",,,Ron Andrews Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/ron-andrews-community-recreation,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,931,Lytton Street,,North Vancouver,BC,V7H 2M5,,,"pool, racquet courts, fitness",,49.3139524,-123.000767
"940 Lynn Valley Rd, North Vancouver, BC V7J 1Z7",,,LVSS at Mollie NYE House,http://mollienyehouse.com/,Leisure / Community Centres,General,Indoor,Public,940,Lynn Valley Road,,North Vancouver,BC,V7J 1Z7,,,,,49.332007,-123.0482245
"950 Cross Creek Road, West Vancouver, BC V7S 2S5",,,Hollyburn Country Club,http://aclubforlife.com/,Ice,2+ surfaces,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",,49.3453526,-123.1466464
"950 Cross Creek Road, West Vancouver, BC V7S 2S5",,,Hollyburn Country Club,http://aclubforlife.com/,Aquatics,25m pool with or without other pools,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",,49.3453526,-123.1466464
"950 Cross Creek Road, West Vancouver, BC V7S 2S5",,,Hollyburn Country Club,http://aclubforlife.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",,49.3453526,-123.1466464
"950 Cross Creek Road, West Vancouver, BC V7S 2S5",,,Hollyburn Country Club,http://aclubforlife.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",,49.3453526,-123.1466464
"950 Cross Creek Road, West Vancouver, BC V7S 2S5",,,Hollyburn Country Club,http://aclubforlife.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",,49.3453526,-123.1466464
"950 W 41st Ave, Vancouver, BC V5Z 2N7",,,Aquatics at the JCCGV,https://www.jccgv.com/aquatics/,Aquatics,25m pool with or without other pools,Indoor,Public,950,W 41st Avenue,,Vancouver,BC,V5Z 2N7,,,"community centre, pool, fitness, gym",,49.2334428,-123.1267225
"950 W 41st Ave, Vancouver, BC V5Z 2N7",,,Jewish Community Centre of Greater Vancouver,https://www.jccgv.com/,Leisure / Community Centres,General,Indoor,Public,950,W 41st Avenue,,Vancouver,BC,V5Z 2N7,,,"community centre, pool, fitness, gym",,49.2334428,-123.1267225
"950 W 41st Ave, Vancouver, BC V5Z 2N7",,,Jewish Community Centre of Greater Vancouver,https://www.jccgv.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,950,W 41st Avenue,,Vancouver,BC,V5Z 2N7,,,"community centre, pool, fitness, gym",,49.2334428,-123.1267225
"950 W 41st Ave, Vancouver, BC V5Z 2N7",,,Jewish Community Centre of Greater Vancouver,https://www.jccgv.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,950,W 41st Avenue,,Vancouver,BC,V5Z 2N7,,,"community centre, pool, fitness, gym",,49.2334428,-123.1267225
"9523 Cameron St, Burnaby, BC V3J 1L6",,,Cameron Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Cameron-Recreation-Complex.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,9523,Cameron Street,,Burnaby ,BC,V3J 1L6,,,"fitness, racquetball, tennis",,49.2539817,-122.8993093
"9523 Cameron St, Burnaby, BC V3J 1L6",,,Cameron Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Cameron-Recreation-Complex.html,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,9523,Cameron Street,,Burnaby ,BC,V3J 1L6,,,"fitness, racquetball, tennis",,49.2539817,-122.8993093
"9523 Cameron St, Burnaby, BC V3J 1L6",,,Cameron Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Cameron-Recreation-Complex.html,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,9523,Cameron Street,,Burnaby ,BC,V3J 1L6,,,"fitness, racquetball, tennis",,49.2539817,-122.8993093
"955 Burrard St, Vancouver, BC V6Z 1Y2",,,Robert Lee YMCA,https://gv.ymca.ca/Locations/Area-One/Downtown/Robert-Lee-YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,955,Burrard Street,,Vancouver,BC,V6Z 1Y2,,,"pool, fitness, racquet courts, gym",,49.2818276,-123.125498
"955 Burrard St, Vancouver, BC V6Z 1Y2",,,Robert Lee YMCA,https://gv.ymca.ca/Locations/Area-One/Downtown/Robert-Lee-YMCA,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,955,Burrard Street,,Vancouver,BC,V6Z 1Y2,,,"pool, fitness, racquet courts, gym",,49.2818276,-123.125498
"955 Burrard St, Vancouver, BC V6Z 1Y2",,,Robert Lee YMCA,https://gv.ymca.ca/Locations/Area-One/Downtown/Robert-Lee-YMCA,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,955,Burrard Street,,Vancouver,BC,V6Z 1Y2,,,"pool, fitness, racquet courts, gym",,49.2818276,-123.125498
"955 Burrard St, Vancouver, BC V6Z 1Y2",,,Robert Lee YMCA,https://gv.ymca.ca/Locations/Area-One/Downtown/Robert-Lee-YMCA,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,955,Burrard Street,,Vancouver,BC,V6Z 1Y2,,,"pool, fitness, racquet courts, gym",,49.2818276,-123.125498
"990 W 59th Ave, Vancouver, BC V6P 1X9",,,Marpole-Oakridge Community Centre,https://vancouver.ca/parks-recreation-culture/marpole-oakridge-community-centre.aspx,Leisure / Community Centres,General,Both,Public,990,W 59th Avenue,,Vancouver,BC,V6P 1X9,,,"community centre with pre-school, youth centre, gym, racquetball, fitness, tennis, water park, playground",,49.2167952,-123.1288661
"990 W 59th Ave, Vancouver, BC V6P 1X9",,,Marpole-Oakridge Community Centre,https://vancouver.ca/parks-recreation-culture/marpole-oakridge-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,990,W 59th Avenue,,Vancouver,BC,V6P 1X9,,,"community centre with pre-school, youth centre, gym, racquetball, fitness, tennis, water park, playground",,49.2167952,-123.1288661
"990 W 59th Ave, Vancouver, BC V6P 1X9",,,Marpole-Oakridge Community Centre,https://vancouver.ca/parks-recreation-culture/marpole-oakridge-community-centre.aspx,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,990,W 59th Avenue,,Vancouver,BC,V6P 1X9,,,"community centre with pre-school, youth centre, gym, racquetball, fitness, tennis, water park, playground",,49.2167952,-123.1288661
"990 W 59th Ave, Vancouver, BC V6P 1X9",,,Marpole-Oakridge Community Centre,https://vancouver.ca/parks-recreation-culture/marpole-oakridge-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,990,W 59th Avenue,,Vancouver,BC,V6P 1X9,,,"community centre with pre-school, youth centre, gym, racquetball, fitness, tennis, water park, playground",,49.2167952,-123.1288661
,,,Cameron Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Cameron-Recreation-Complex.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,
,,Capilano 5,,,,,,,,,,,,,,,,,,
,,Anmore,,,,,,,,,,,,,,,,,,
,,Burrard Inlet 3,,,,,,,,,,,,,,,,,,
,,Musqueam 2,,,,,,,,,,,,,,,,,,
,,Lions Bay,,,,,,,,,,,,,,,,,,
,,Tsawwassen,,,,,,,,,,,,,,,,,,
,,Belcarra,,,,,,,,,,,,,,,,,,
,,Mission 1,,,,,,,,,,,,,,,,,,
,,Matsqui 4,,,,,,,,,,,,,,,,,,
,,Katzie 1,,,,,,,,,,,,,,,,,,
,,Seymour Creek 2,,,,,,,,,,,,,,,,,,
,,Semiahmoo,,,,,,,,,,,,,,,,,,
,,McMillan Island 6,,,,,,,,,,,,,,,,,,
,,Coquitlam 1,,,,,,,,,,,,,,,,,,
,,Barnston Island 3,,,,,,,,,,,,,,,,,,
,,Katzie 2,,,,,,,,,,,,,,,,,,
,,Musqueam 4,,,,,,,,,,,,,,,,,,
,,Coquitlam 2,,,,,,,,,,,,,,,,,,
,,Langley 5,,,,,,,,,,,,,,,,,,
,,Whonnock 1,,,,,,,,,,,,,,,,,,
