idx,facility_name,suggested_name,Name_Correction,Name_Match,all_names,source_facility_type,odhf_facility_type,suggested_type,Type_Match,Type_Correction,all_types,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,MISSING,hosp_group,dupe_flag,address
3836,hellenic home - scarborough,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,2411,lawrence avenue e,M1P4X1,toronto,on,,Toronto,3520005,35,43.74876471,-79.27408486,2,2464,FALSE,"2411, lawrence avenue e, toronto, on, M1P4X1"
3840,"helping hands, orillia",,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,575,west street s,L3V7N6,orillia,on,,Orillia,3543052,35,44.59464035,-79.40948818,2,2465,FALSE,"575, west street s, orillia, on, L3V7N6"
3841,henley place,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,1961,cedarhollow boulevard,N5X0K2,london,on,,London,3539036,35,43.04540679,-81.21472021,2,2466,FALSE,"1961, cedarhollow boulevard, london, on, N5X0K2"
3842,henvey inlet first nation,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,354,pickerel river road,P0G1J0,killarney,on,,French River 13,3549076,35,45.97628652,-80.56271949,2,2467,FALSE,"354, pickerel river road, killarney, on, P0G1J0"
3843,heritage court retirement home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,479,hughes street,N0P1M0,dresden,on,,Chatham-Kent,3536020,35,42.58796186,-82.18427927,2,2468,FALSE,"479, hughes street, dresden, on, N0P1M0"
3844,heritage green nursing home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,353,isaac brock drive,L8J2J3,hamilton,on,,Hamilton,3525005,35,43.19352179,-79.78959737,2,2469,FALSE,"353, isaac brock drive, hamilton, on, L8J2J3"
3845,heritage green retirement home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,351,isaac brock drive,L8J1Y1,hamilton,on,,Hamilton,3525005,35,43.19303418,-79.79094197,2,2470,FALSE,"351, isaac brock drive, hamilton, on, L8J1Y1"
3846,heritage heights retirement home inc,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1755,vincent massey drive,K6H5R6,cornwall,on,,Cornwall,3501012,35,45.03177703,-74.768573,2,2471,FALSE,"1755, vincent massey drive, cornwall, on, K6H5R6"
3847,heritage house guelph,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,2113,gordon street,N1L1G7,guelph,on,,Guelph,3523008,35,43.49214642,-80.17916512,2,2472,FALSE,"2113, gordon street, guelph, on, N1L1G7"
3848,heritage house mississauga,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,73,king street w,L5B1H1,mississauga,on,,Mississauga,3521005,35,43.57761356,-79.61660025,2,2473,FALSE,"73, king street w, mississauga, on, L5B1H1"
3849,heritage lodge,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,48,wall street,K0B1R0,vankleek hill,on,,Champlain,3502010,35,45.51589681,-74.6525039,2,2474,FALSE,"48, wall street, vankleek hill, on, K0B1R0"
3850,heritage manor retirement home inc,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1545,vincent massey drive,K6H5R6,cornwall,on,,Cornwall,3501012,35,45.03161243,-74.7622221,2,2475,FALSE,"1545, vincent massey drive, cornwall, on, K6H5R6"
3851,heritage place,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,4151,kilmer drive,L7M5A9,burlington,on,,Burlington,3524002,35,43.37994,-79.801331,2,2476,FALSE,"4151, kilmer drive, burlington, on, L7M5A9"
3852,heritage river retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,25,wellington drive,N0B1S0,elora,on,,Centre Wellington,3523025,35,43.69075054,-80.42694572,2,2477,FALSE,"25, wellington drive, elora, on, N0B1S0"
3853,heron terrace long term care community,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,11550,mcnorton street,N8P1T9,windsor,on,,Windsor,3537039,35,42.31721678,-82.89932307,2,2478,FALSE,"11550, mcnorton street, windsor, on, N8P1T9"
3854,hesperus fellowship community of ontario,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1,hesperus road,L4J0G9,vaughan,on,,Vaughan,3519028,35,43.84396791,-79.46448243,2,2479,FALSE,"1, hesperus road, vaughan, on, L4J0G9"
3855,hf connecting health,,,,,nurse practitioner led clinic,Ambulatory health care services,,,,,Province of Ontario,,3320,midland avenue,M1V5E6,toronto,on,,Toronto,3520005,35,43.80724932,-79.28926847,2,2480,FALSE,"3320, midland avenue, toronto, on, M1V5E6"
3856,highgate residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,325,fiddlers green road,L9G1W9,hamilton,on,,Hamilton,3525005,35,43.209027,-79.983869,2,2481,FALSE,"325, fiddlers green road, hamilton, on, L9G1W9"
3857,highland manor retirement lodge,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,110,belsyde street e,N1M1Z5,fergus,on,,Centre Wellington,3523025,35,43.70112555,-80.3684367,2,2482,FALSE,"110, belsyde street e, fergus, on, N1M1Z5"
3858,highland place,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,20,fieldgate street,N2M5K3,kitchener,on,,Kitchener,3530013,35,43.43474169,-80.51927753,2,2483,FALSE,"20, fieldgate street, kitchener, on, N2M5K3"
3859,highland wood,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,7199,gelert road,K0M1S0,haliburton,on,,Dysart et al,3546024,35,45.03824146,-78.52941943,2,2484,FALSE,"7199, gelert road, haliburton, on, K0M1S0"
3860,highview residences,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,41,capulet walk,N6H5W4,london,on,,London,3539036,35,42.9837115,-81.299224,2,2485,FALSE,"41, capulet walk, london, on, N6H5W4"
3861,highview residences kitchener,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,20,reichert drive,N2P0G9,kitchener,on,,Kitchener,3530013,35,43.37245359,-80.42376089,2,2486,FALSE,"20, reichert drive, kitchener, on, N2P0G9"
3862,hillcrest village care centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,255,russell street,L4R5L6,midland,on,,Midland,3543074,35,44.75357305,-79.87963994,2,2487,FALSE,"255, russell street, midland, on, L4R5L6"
3863,hillel lodge,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,10,nadolny sachs private,K2A4G7,ottawa,on,,Ottawa,3506008,35,45.37622944,-75.75281145,2,2488,FALSE,"10, nadolny sachs private, ottawa, on, K2A4G7"
3864,hillsdale estates,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,590,oshawa boulevard n,L1G5T9,oshawa,on,,Oshawa,3518013,35,43.91384855,-78.86330374,2,2489,FALSE,"590, oshawa boulevard n, oshawa, on, L1G5T9"
3865,hillsdale terraces,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,600,oshawa boulevard n,L1G5T9,oshawa,on,,Oshawa,3518013,35,43.91500165,-78.86454214,2,2490,FALSE,"600, oshawa boulevard n, oshawa, on, L1G5T9"
3866,hillside haven retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,54,ranney street s,K0L1L0,campbellford,on,,Trent Hills,3514045,35,44.30601757,-77.79558323,2,2491,FALSE,"54, ranney street s, campbellford, on, K0L1L0"
3867,hillside manor,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,5066,perth east line 34,N5A6S6,stratford,on,,Perth East,3531030,35,43.4245342,-81.0983168,2,2492,FALSE,"5066, perth east line 34, stratford, on, N5A6S6"
3868,hillside park retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,11,mississauga avenue,P5A1E1,elliot lake,on,,Elliot Lake,3557041,35,46.37822187,-82.6490677,2,2493,FALSE,"11, mississauga avenue, elliot lake, on, P5A1E1"
3869,hillside residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,44,st charles street e,N0B2B0,maryhill,on,,Woolwich,3530035,35,43.53553652,-80.38805569,2,2494,FALSE,"44, st charles street e, maryhill, on, N0B2B0"
3871,hilltop manor nursing home (merrickville),,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,1005,st lawrence street,K0G1N0,merrickville,on,,Merrickville-Wolford,3507052,35,44.90918586,-75.83453904,2,2495,FALSE,"1005, st lawrence street, merrickville, on, K0G1N0"
3872,hogarth riverview manor,hogarth riverview manor,,TRUE,"['hogarth riverview manor', 'st. joseph’s care group — hogarth riverview manor']",long-term care home,Nursing and residential care facilities,Nursing and residential care facilities,TRUE,,['Nursing and residential care facilities'],Province of Ontario,,300,lillie street,P7C4Y7,thunder bay,on,,Thunder Bay,3558004,35,48.38712316,-89.27025117,2,2496,TRUE,"300, lillie street, thunder bay, on, P7C4Y7"
3877,home and community support services of grey-bruce,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,340,10 street e,N4K6P7,owen sound,on,,Owen Sound,3542059,35,44.56819217,-80.94068617,2,2497,FALSE,"340, 10 street e, owen sound, on, N4K6P7"
3878,home support services - morrisburg and district,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,11815,lakeshore drive w,K0C1X0,morrisburg,on,,South Dundas,3501020,35,44.87651898,-75.22673964,2,2498,FALSE,"11815, lakeshore drive w, morrisburg, on, K0C1X0"
3879,homes first society,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,1322,bloor street w,M6H1P2,toronto,on,,Toronto,3520005,35,43.65838018,-79.4432376,2,2499,FALSE,"1322, bloor street w, toronto, on, M6H1P2"
3881,hong fook mental health association,hong fook mental health association,,TRUE,"['hong fook mental health association', 'hong fook mental health association (css)']",mental health and addiction organization,Nursing and residential care facilities,,FALSE,,"['Nursing and residential care facilities', 'Ambulatory health care services']",Province of Ontario,,3320,midland avenue,M1V5E6,toronto,on,,Toronto,3520005,35,43.80724932,-79.28926847,2,2500,TRUE,"3320, midland avenue, toronto, on, M1V5E6"
3883,hope place centres,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,775,pacific road,L6L6M4,oakville,on,,Oakville,3524001,35,43.41330933,-79.73311187,2,2501,FALSE,"775, pacific road, oakville, on, L6L6M4"
3884,hope street terrace,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,20,hope street s,L1A2M8,port hope,on,,Port Hope,3514020,35,43.95459039,-78.28837976,2,2502,FALSE,"20, hope street s, port hope, on, L1A2M8"
3887,horizon place,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,760,horizon drive,N6H5G3,london,on,,London,3539036,35,42.99038528,-81.29188703,2,2503,FALSE,"760, horizon drive, london, on, N6H5G3"
3889,hospice at may court (the),,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,114,cameron avenue,K1S0X1,ottawa,on,,Ottawa,3506008,35,45.39004145,-75.68318573,2,2504,FALSE,"114, cameron avenue, ottawa, on, K1S0X1"
3891,hospice dufferin,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,30,centre street,L9W2X1,orangeville,on,,Orangeville,3522014,35,43.9153785,-80.10451754,2,2505,FALSE,"30, centre street, orangeville, on, L9W2X1"
3892,hospice georgian triangle,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,240,erie street,L9Y0X8,collingwood,on,,Collingwood,3543031,35,44.50132959,-80.20234612,2,2506,FALSE,"240, erie street, collingwood, on, L9Y0X8"
3893,hospice huronia,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,948,Fuller Ave,L9M1G7,penetanguishene,on,,Penetanguishene,3543072,35,44.76910765,-79.92962656,2,2507,FALSE,"948, Fuller Ave, penetanguishene, on, L9M1G7"
3894,hospice kingston,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,36,barrie street,K7L3J7,kingston,on,,Kingston,3510010,35,44.22392201,-76.4906727,2,2508,FALSE,"36, barrie street, kingston, on, K7L3J7"
3895,hospice lennox & addington,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,91,dundas street e,K7R1J1,napanee,on,,Greater Napanee,3511015,35,44.2404237,-76.9660337,2,2509,FALSE,"91, dundas street e, napanee, on, K7R1J1"
3896,hospice niagara,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,403,ontario street,L2N1L5,st catharines,on,,St. Catharines,3526053,35,43.18351721,-79.26633031,2,2510,FALSE,"403, ontario street, st catharines, on, L2N1L5"
3897,hospice north hastings,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,141,hastings street n,K0L1C0,bancroft,on,,Bancroft,3512061,35,45.0624262,-77.85599012,2,2511,FALSE,"141, hastings street n, bancroft, on, K0L1C0"
3898,hospice northwest,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,63,carrie street,P7A4J4,thunder bay,on,,Thunder Bay,3558004,35,48.44135877,-89.24131667,2,2512,FALSE,"63, carrie street, thunder bay, on, P7A4J4"
3899,hospice of waterloo region,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,298,lawrence avenue,N2M1Y4,kitchener,on,,Kitchener,3530013,35,43.44149309,-80.51298162,2,2513,FALSE,"298, lawrence avenue, kitchener, on, N2M1Y4"
3900,"hospice of windsor and essex county, the",,,,,community support service,Nursing and residential care facilities,,,,,Province of Ontario,,6038,empress street,N8T1B5,windsor,on,,Windsor,3537039,35,42.31207858,-82.95423208,2,2514,FALSE,"6038, empress street, windsor, on, N8T1B5"
3902,hospice orillia,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,190,memorial avenue,L3V5X6,orillia,on,,Orillia,3543052,35,44.59835715,-79.42356608,2,2515,FALSE,"190, memorial avenue, orillia, on, L3V5X6"
3903,hospice palliative care ontario,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,2,carlton street,M5B1J3,toronto,on,,Toronto,3520005,35,43.66168609,-79.38275468,2,2516,FALSE,"2, carlton street, toronto, on, M5B1J3"
3904,hospice peterborough,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,439,rubidge street,K9H4E4,peterborough,on,,Peterborough,3515014,35,44.30688155,-78.3273481,2,2517,FALSE,"439, rubidge street, peterborough, on, K9H4E4"
3905,hospice prince edward,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,40,downes avenue prince,K0K2T0,edward,on,,Prince Edward County,3513020,35,44.00844395,-77.1520916,2,2518,FALSE,"40, downes avenue prince, edward, on, K0K2T0"
3906,hospice simcoe,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,336,penetanguishene road,L4M7C2,barrie,on,,Barrie,3543042,35,44.4141375,-79.64634494,2,2519,FALSE,"336, penetanguishene road, barrie, on, L4M7C2"
3907,hospice toronto,,,,,aids bureau,Ambulatory health care services,,,,,Province of Ontario,,55,eglinton avenue e,M4P1G8,toronto,on,,Toronto,3520005,35,43.70685039,-79.39598279,2,2520,FALSE,"55, eglinton avenue e, toronto, on, M4P1G8"
3908,hospice wellington,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,795,scottsdale drive,N1G3R8,guelph,on,,Guelph,3523008,35,43.51061892,-80.22892404,2,2521,FALSE,"795, scottsdale drive, guelph, on, N1G3R8"
3911,hotel dieu grace healthcare,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,3520,dougall avenue,N9E1T2,windsor,on,,Windsor,3537039,35,42.26334796,-83.00722799,2,2522,FALSE,"3520, dougall avenue, windsor, on, N9E1T2"
3914,hotel dieu hospital of cornwall,,,,,hospital - corporation,Hospitals,,,,,Province of Ontario,,14,york st,K6J5T2,cornwall,on,,Cornwall,3501012,35,45.014927,-74.732434,2,2523,FALSE,"14, york st, cornwall, on, K6J5T2"
